Township Name,Sale date,Street,Type,Tenure,Storey,Bedrooms,Land area,Built-up,Price,Price PSF
"BANDAR BARU SERI ALAM, Masai, Johor",20/01/2023,JALAN BAYU 26,Semi D,Freehold,2,-,"9,767 sq. ft.",-,"RM 800,000",RM 82
"BANDAR BARU SERI ALAM, Masai, Johor",18/01/2023,JALAN TASEK MAYA 7,Terrace House - intermediate,Freehold,2,-,"1,195 sq. ft.",-,"RM 580,000",RM 485
"BANDAR BARU SERI ALAM, Masai, Johor",17/01/2023,JALAN SURIA 57,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 400,000",RM 286
"BANDAR BARU SERI ALAM, Masai, Johor",17/01/2023,JALAN RIMBA 50,Semi D,Freehold,3,-,"3,464 sq. ft.",-,"RM 1,100,000",RM 318
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",02/03/2023,JALAN KEMBIA 13,Terrace House - end lot,Freehold,2,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",03/02/2023,JALAN BADIK 5,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 550,000",RM 357
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",18/01/2023,JALAN KERIS 12,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 420,000",RM 273
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",16/01/2023,JALAN LADING 2,Terrace House - intermediate,Freehold,2,-,"1,981 sq. ft.",-,"RM 480,000",RM 242
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",06/01/2023,JALAN PUTERI 2/10,Terrace House - intermediate,Freehold,1,-,"1,679 sq. ft.",-,"RM 468,000",RM 279
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",31/12/2022,JALAN KERIS 17,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 400,000",RM 260
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",30/12/2022,JALAN JENAWI 1,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 350,000",RM 227
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",28/12/2022,JALAN KERIS 9,Terrace House - intermediate,Freehold,1,-,"1,981 sq. ft.",-,"RM 375,000",RM 189
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",13/12/2022,JALAN JENAWI 1,Terrace House - intermediate,Freehold,2,-,"1,589 sq. ft.",-,"RM 550,000",RM 346
"TAMAN PUTERI WANGSA, Ulu Tiram, Johor",12/12/2022,JALAN JENAWI 12,Terrace House - intermediate,Freehold,1,-,"1,540 sq. ft.",-,"RM 330,000",RM 214
"BUKIT BERUNTUNG, Serendah, Selangor",22/03/2023,JALAN KEKWA 4,Bungalow,Freehold,1,-,"5,995 sq. ft.",-,"RM 528,000",RM 88
"BUKIT BERUNTUNG, Serendah, Selangor",07/03/2023,BUKIT BERUNTUNG 3,Terrace House - intermediate,Freehold,1,-,"1,170 sq. ft.",-,"RM 270,000",RM 231
"BUKIT BERUNTUNG, Serendah, Selangor",01/03/2023,JALAN TANJUNG 2C,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 290,000",RM 207
"BUKIT BERUNTUNG, Serendah, Selangor",28/02/2023,JALAN KEMBOJA 5,Bungalow,Leasehold,2,-,"5,995 sq. ft.",-,"RM 600,000",RM 100
"BUKIT BERUNTUNG, Serendah, Selangor",27/02/2023,JALAN WIDURI 2G,Terrace House - intermediate,Freehold,1,-,"1,170 sq. ft.",-,"RM 270,000",RM 231
"BUKIT BERUNTUNG, Serendah, Selangor",23/02/2023,JALAN ANGGERIK 1D,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 330,000",RM 236
"BUKIT BERUNTUNG, Serendah, Selangor",20/02/2023,JALAN WIDURI 2E/1,Terrace House - intermediate,Freehold,1,-,"1,170 sq. ft.",-,"RM 280,000",RM 239
"BUKIT BERUNTUNG, Serendah, Selangor",14/02/2023,JALAN TANJUNG 2B,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"BUKIT BERUNTUNG, Serendah, Selangor",14/02/2023,JALAN DAHLIA 6,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 210,000",RM 161
"BUKIT BERUNTUNG, Serendah, Selangor",07/02/2023,JALAN WIDURI 2B,Terrace House - intermediate,Freehold,1,-,"1,170 sq. ft.",-,"RM 270,000",RM 231
"KOTA KEMUNING, Shah Alam, Selangor",21/03/2023,JALAN ANGGERIK LIPARIS 31/150,Terrace House - end lot,Freehold,2,-,"1,755 sq. ft.",-,"RM 750,000",RM 427
"KOTA KEMUNING, Shah Alam, Selangor",13/03/2023,JALAN ANGGERIK VANILLA 31/100F,Terrace House - intermediate,Freehold,2,-,"1,916 sq. ft.",-,"RM 1,025,000",RM 535
"KOTA KEMUNING, Shah Alam, Selangor",09/03/2023,JALAN ANGGERIK ONCIDIUM 31/78D,Semi D,Freehold,2,-,"4,306 sq. ft.",-,"RM 1,650,000",RM 383
"KOTA KEMUNING, Shah Alam, Selangor",24/02/2023,JALAN ANGGERI ERIA 31/110,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 780,000",RM 474
"KOTA KEMUNING, Shah Alam, Selangor",08/02/2023,JALAN ANGGERIK MALAXIS 31/171A,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 855,000",RM 519
"KOTA KEMUNING, Shah Alam, Selangor",10/01/2023,JALAN ANGGERIK LIPARIS 31/152,Terrace House - intermediate,Freehold,2,-,"1,679 sq. ft.",-,"RM 660,000",RM 393
"KOTA KEMUNING, Shah Alam, Selangor",03/01/2023,JALAN 31/5,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 670,000",RM 407
"KOTA KEMUNING, Shah Alam, Selangor",30/12/2022,JALAN ANGGERIK ONCIDIUM 31/71G,Bungalow,Freehold,2,-,"9,711 sq. ft.",-,"RM 2,800,000",RM 288
"KOTA KEMUNING, Shah Alam, Selangor",27/12/2022,JALAN ANGGERIK DORITIS 31/155,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 720,000",RM 437
"KOTA KEMUNING, Shah Alam, Selangor",22/12/2022,JALAN ANGGERIK ONCIDIUM 31/70,Terrace House - intermediate,Freehold,2,-,"1,884 sq. ft.",-,"RM 680,000",RM 361
"TAMAN DAYA, Tebrau, Johor",10/02/2023,JALAN NIPAH 5,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 440,000",RM 286
"TAMAN DAYA, Tebrau, Johor",08/02/2023,JALAN RUMBIA 27,Terrace House - intermediate,Freehold,1,-,"1,540 sq. ft.",-,"RM 450,000",RM 292
"TAMAN DAYA, Tebrau, Johor",30/01/2023,JALAN PINANG 36,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 580,000",RM 377
"TAMAN DAYA, Tebrau, Johor",19/01/2023,JALAN RUMBIA 74,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 590,000",RM 383
"TAMAN DAYA, Tebrau, Johor",18/01/2023,JALAN NIBONG 21,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 495,000",RM 322
"TAMAN DAYA, Tebrau, Johor",14/01/2023,JALAN NIBONG 37,Terrace House - corner lot,Freehold,2,-,"2,852 sq. ft.",-,"RM 570,000",RM 200
"TAMAN DAYA, Tebrau, Johor",13/01/2023,JALAN RUMBIA 22,Terrace House - corner lot,Freehold,2,-,"2,828 sq. ft.",-,"RM 700,000",RM 248
"TAMAN DAYA, Tebrau, Johor",11/01/2023,JALAN PINANG,Terrace House - intermediate,Freehold,1,-,"1,733 sq. ft.",-,"RM 480,000",RM 277
"TAMAN DAYA, Tebrau, Johor",10/01/2023,JALAN BERTAM 15,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN DAYA, Tebrau, Johor",05/01/2023,JALAN ENAU 22,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 460,000",RM 299
"TAMAN PERLING, Perling, Johor",08/02/2023,JALAN PUCUNG 2,Semi D,Freehold,2,-,"3,014 sq. ft.",-,"RM 780,000",RM 259
"TAMAN PERLING, Perling, Johor",08/02/2023,JALAN KOSA 7,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 465,000",RM 302
"TAMAN PERLING, Perling, Johor",08/02/2023,JALAN CAMAR 10,Terrace House - intermediate,Freehold,1,-,"1,668 sq. ft.",-,"RM 350,000",RM 210
"TAMAN PERLING, Perling, Johor",03/02/2023,JALAN PUCUNG,Terrace House - intermediate,Freehold,2,-,"1,668 sq. ft.",-,"RM 450,000",RM 270
"TAMAN PERLING, Perling, Johor",31/01/2023,JALAN LAYANG 15,Terrace House - intermediate,Freehold,1,-,"1,668 sq. ft.",-,"RM 390,000",RM 234
"TAMAN PERLING, Perling, Johor",20/01/2023,JALAN LAYANG 2,Semi D,Freehold,2,-,"2,799 sq. ft.",-,"RM 750,000",RM 268
"TAMAN PERLING, Perling, Johor",18/01/2023,JALAN SIMBANG 14,Terrace House - intermediate,Freehold,1,-,"1,668 sq. ft.",-,"RM 480,000",RM 288
"TAMAN PERLING, Perling, Johor",16/01/2023,JALAN SERINDIT 4,Terrace House - end lot,Freehold,2,-,"2,562 sq. ft.",-,"RM 860,000",RM 336
"TAMAN PERLING, Perling, Johor",12/01/2023,JALAN SIMBANG 1,Terrace House - intermediate,Freehold,1,-,"1,668 sq. ft.",-,"RM 392,000",RM 235
"TAMAN PERLING, Perling, Johor",12/01/2023,JALAN SERINDIT 5,Terrace House - intermediate,Freehold,2,-,"1,765 sq. ft.",-,"RM 675,000",RM 382
"PUTRA HEIGHTS, Subang Jaya, Selangor",08/03/2023,JALAN PUTRA PERMAI 10/1J,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 700,000",RM 424
"PUTRA HEIGHTS, Subang Jaya, Selangor",06/03/2023,JALAN PUTRA PERMAI 10/2H,Terrace House - intermediate,Freehold,2,-,"1,950 sq. ft.",-,"RM 810,000",RM 415
"PUTRA HEIGHTS, Subang Jaya, Selangor",24/02/2023,JALAN PUTRA BAHAGIA 8/4K,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 580,000",RM 352
"PUTRA HEIGHTS, Subang Jaya, Selangor",13/02/2023,JALAN PUTRA BAHAGIA 8/2P,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 630,000",RM 450
"PUTRA HEIGHTS, Subang Jaya, Selangor",08/02/2023,JALAN PUTRA MURNI 3/2D,Terrace House - intermediate,Freehold,2.5,-,"1,800 sq. ft.",-,"RM 1,660,000",RM 922
"PUTRA HEIGHTS, Subang Jaya, Selangor",08/02/2023,JALAN PUTRA BISTARI 2/4B,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 668,000",RM 405
"PUTRA HEIGHTS, Subang Jaya, Selangor",03/02/2023,JALAN PUTRA INDAH 9/20,Terrace House - corner lot,Freehold,2,-,"3,862 sq. ft.",-,"RM 1,130,000",RM 293
"PUTRA HEIGHTS, Subang Jaya, Selangor",17/01/2023,JALAN PUTRA PERMAI 10/1B,Terrace House - corner lot,Freehold,2,-,"3,639 sq. ft.",-,"RM 1,150,000",RM 316
"PUTRA HEIGHTS, Subang Jaya, Selangor",13/01/2023,JALAN PUTRA INDAH 9/4,Terrace House - intermediate,Freehold,2,-,"1,800 sq. ft.",-,"RM 720,000",RM 400
"PUTRA HEIGHTS, Subang Jaya, Selangor",11/01/2023,JALAN PUTRA SETIA 6/1K,Terrace House - intermediate,Freehold,2,-,"1,800 sq. ft.",-,"RM 875,000",RM 486
"TAMAN SKUDAI BARU, Skudai, Johor",01/03/2023,JALAN HANG TUAH 15,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 380,000",RM 247
"TAMAN SKUDAI BARU, Skudai, Johor",13/02/2023,JALAN HANG JEBAT 6,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 395,000",RM 257
"TAMAN SKUDAI BARU, Skudai, Johor",04/02/2023,JALAN HANG JEBAT 11,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN SKUDAI BARU, Skudai, Johor",26/01/2023,JALAN ZAPIN 5,Terrace House - intermediate,Leasehold,1,-,"1,044 sq. ft.",-,"RM 305,000",RM 292
"TAMAN SKUDAI BARU, Skudai, Johor",25/01/2023,JALAN HANG TUAH 16,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 300,500",RM 195
"TAMAN SKUDAI BARU, Skudai, Johor",09/01/2023,JALAN HANG TUAH 44,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 440,000",RM 286
"TAMAN SKUDAI BARU, Skudai, Johor",01/01/2023,JALAN HANG TUAH 14,Terrace House - intermediate,Freehold,2,-,775 sq. ft.,-,"RM 90,000",RM 116
"TAMAN SKUDAI BARU, Skudai, Johor",01/01/2023,JALAN HANG JEBAT 24,Terrace House - intermediate,Freehold,2,-,775 sq. ft.,-,"RM 280,000",RM 361
"TAMAN SKUDAI BARU, Skudai, Johor",29/12/2022,JALAN HANG KASTURI 30,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 440,000",RM 286
"TAMAN SKUDAI BARU, Skudai, Johor",28/12/2022,JALAN PERWIRA 14,Terrace House - intermediate,Freehold,2,-,"1,540 sq. ft.",-,"RM 550,000",RM 357
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",27/02/2023,JALAN PERMAISURI 9/6,Terrace House - intermediate,Freehold,2,-,"1,076 sq. ft.",-,"RM 550,000",RM 511
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",16/02/2023,JALAN SHAHBANDAR 24/6,Bungalow,Freehold,3,-,"8,460 sq. ft.",-,"RM 7,600,000",RM 898
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",07/02/2023,JALAN BENTARA 12/5,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 555,000",RM 426
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",30/01/2023,JALAN BENDAHARA 8/7,Terrace House - corner lot,Freehold,2,-,"2,917 sq. ft.",-,"RM 1,050,000",RM 360
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",25/01/2023,JALAN PUTERA 7/1,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 500,000",RM 384
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",16/01/2023,JALAN PERMAISURI 9/6,Terrace House - intermediate,Freehold,2,-,"1,076 sq. ft.",-,"RM 390,000",RM 362
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",04/01/2023,JALAN DAYANG 21/8,Terrace House - corner lot,Freehold,2,-,"3,638 sq. ft.",-,"RM 710,000",RM 195
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",30/12/2022,JALAN PAHLAWAN 8/3,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 480,000",RM 369
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",23/12/2022,JALAN MUTIARA 3/4,Town House,Freehold,3,-,969 sq. ft.,-,"RM 340,000",RM 351
"BANDAR MAHKOTA CHERAS, Cheras, Selangor",09/12/2022,JALAN SHAHBANDAR 29/5,Terrace House - corner lot,Freehold,2,-,"2,842 sq. ft.",-,"RM 750,000",RM 264
"TAMAN MEGAH RIA, Masai, Johor",12/03/2023,JALAN JELATANG 24,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 300,000",RM 195
"TAMAN MEGAH RIA, Masai, Johor",27/02/2023,JALAN JELATANG 13,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 498,000",RM 324
"TAMAN MEGAH RIA, Masai, Johor",20/02/2023,JALAN JELATANG 27,Semi D,Freehold,1.5,-,"2,454 sq. ft.",-,"RM 430,000",RM 175
"TAMAN MEGAH RIA, Masai, Johor",13/02/2023,JALAN JELATANG 21,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN MEGAH RIA, Masai, Johor",09/02/2023,JALAN CENDERAI 15,Terrace House - intermediate,Freehold,2,-,732 sq. ft.,-,"RM 265,000",RM 362
"TAMAN MEGAH RIA, Masai, Johor",27/01/2023,JALAN DEDARU 24,Semi D,Freehold,1,-,"2,454 sq. ft.",-,"RM 498,000",RM 203
"TAMAN MEGAH RIA, Masai, Johor",17/01/2023,JALAN DEDARU 18,Terrace House - intermediate,Freehold,1,-,"1,400 sq. ft.",-,"RM 398,000",RM 284
"TAMAN MEGAH RIA, Masai, Johor",15/01/2023,JALAN BAYAN 15,Terrace House - intermediate,Freehold,2,-,732 sq. ft.,-,"RM 150,000",RM 205
"TAMAN MEGAH RIA, Masai, Johor",03/01/2023,JALAN BAYAN 20,Terrace House - intermediate,Freehold,2,-,728 sq. ft.,-,"RM 250,000",RM 343
"TAMAN MEGAH RIA, Masai, Johor",29/12/2022,JALAN API-API 14,Semi D,Freehold,1,-,"2,454 sq. ft.",-,"RM 460,000",RM 187
"Flat Taman Ungku Tun Aminah, Skudai, Johor",16/02/2023,-,494 sq. ft.,"RM 116,000",RM 235
"Flat Taman Ungku Tun Aminah, Skudai, Johor",09/02/2023,-,494 sq. ft.,"RM 115,000",RM 233
"Flat Taman Ungku Tun Aminah, Skudai, Johor",30/01/2023,-,495 sq. ft.,"RM 100,000",RM 202
"Flat Taman Ungku Tun Aminah, Skudai, Johor",20/01/2023,-,494 sq. ft.,"RM 140,000",RM 283
"Flat Taman Ungku Tun Aminah, Skudai, Johor",18/01/2023,-,495 sq. ft.,"RM 150,000",RM 303
"Flat Taman Ungku Tun Aminah, Skudai, Johor",05/01/2023,-,494 sq. ft.,"RM 120,000",RM 243
"Flat Taman Ungku Tun Aminah, Skudai, Johor",02/01/2023,-,494 sq. ft.,"RM 100,000",RM 202
"Flat Taman Ungku Tun Aminah, Skudai, Johor",02/01/2023,-,494 sq. ft.,"RM 130,000",RM 263
"Flat Taman Ungku Tun Aminah, Skudai, Johor",21/12/2022,-,494 sq. ft.,"RM 130,000",RM 263
"Flat Taman Ungku Tun Aminah, Skudai, Johor",19/12/2022,-,495 sq. ft.,"RM 95,000",RM 192
"BANDAR PUTERI KLANG, Klang, Selangor",09/02/2023,JALAN KERONGSANG 5,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 650,000",RM 395
"BANDAR PUTERI KLANG, Klang, Selangor",07/02/2023,LORONG GELANG 8B,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 670,000",RM 448
"BANDAR PUTERI KLANG, Klang, Selangor",01/02/2023,LORONG PENDING 2D,Terrace House - end lot,Freehold,2,-,"2,250 sq. ft.",-,"RM 553,827",RM 246
"BANDAR PUTERI KLANG, Klang, Selangor",05/01/2023,LORONG PENDING 1A,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 750,000",RM 501
"BANDAR PUTERI KLANG, Klang, Selangor",03/01/2023,LORONG PENDING 1B,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 680,000",RM 455
"BANDAR PUTERI KLANG, Klang, Selangor",30/12/2022,LORONG KERONGSANG 10B,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 460,000",RM 307
"BANDAR PUTERI KLANG, Klang, Selangor",20/12/2022,JALAN SANGGUL 3,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 610,000",RM 370
"BANDAR PUTERI KLANG, Klang, Selangor",14/12/2022,JALAN PENDING 2,Terrace House - corner lot,Freehold,2,-,"3,509 sq. ft.",-,"RM 850,000",RM 242
"BANDAR PUTERI KLANG, Klang, Selangor",13/12/2022,LORONG PENDING 2A,Terrace House - intermediate,Freehold,2,-,"1,496 sq. ft.",-,"RM 770,000",RM 515
"BANDAR PUTERI KLANG, Klang, Selangor",12/12/2022,LORONG PENDING 2D,Terrace House - end lot,Freehold,2,-,"1,496 sq. ft.",-,"RM 500,000",RM 334
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",20/02/2023,-,950 sq. ft.,"RM 315,000",RM 332
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",28/12/2022,-,950 sq. ft.,"RM 500,000",RM 526
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",23/12/2022,-,950 sq. ft.,"RM 400,000",RM 421
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",07/12/2022,-,950 sq. ft.,"RM 560,000",RM 589
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",02/12/2022,-,950 sq. ft.,"RM 498,000",RM 524
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",01/12/2022,-,950 sq. ft.,"RM 435,000",RM 458
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",30/11/2022,-,950 sq. ft.,"RM 315,000",RM 332
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",29/11/2022,-,950 sq. ft.,"RM 500,000",RM 526
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",21/11/2022,-,950 sq. ft.,"RM 500,000",RM 526
"OUG Parklane, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",21/11/2022,-,950 sq. ft.,"RM 400,000",RM 421
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",18/01/2023,JALAN SERI IMPIAN 4/22,Terrace House - corner lot,Freehold,1,-,"3,455 sq. ft.",-,"RM 330,000",RM 96
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",30/12/2022,JALAN SERI IMPIAN 6/17,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 378,000",RM 230
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",29/12/2022,JALAN SERI IMPIAN 6/7,Terrace House - corner lot,Freehold,2,-,"3,757 sq. ft.",-,"RM 480,000",RM 128
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",11/12/2022,JALAN SERI IMPIAN 4/17,Terrace House - intermediate,Freehold,1,-,"1,647 sq. ft.",-,"RM 240,000",RM 146
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",07/12/2022,JALAN SERI IMPIAN 9/18,Bungalow,Freehold,1,-,"5,403 sq. ft.",-,"RM 390,000",RM 72
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",07/12/2022,JALAN SERI IMPIAN 3/11,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",30/11/2022,JALAN SERI IMPIAN 9/19,Bungalow,Freehold,1,-,"5,403 sq. ft.",-,"RM 450,000",RM 83
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",29/11/2022,JALAN SERI IMPIAN 7/8,Terrace House - corner lot,Freehold,2,-,"3,122 sq. ft.",-,"RM 468,000",RM 150
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",21/11/2022,JALAN SERI IMPIAN 6/25,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 270,000",RM 193
"TAMAN SRI IMPIAN / BANDAR SRI IMPIAN, Kluang, Johor",17/11/2022,JALAN SERI IMPIAN 1/8,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 230,000",RM 164
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",25/02/2023,JALAN BENTARA 14,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 460,000",RM 299
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",20/02/2023,JALAN HULUBALANG 2,Terrace House - intermediate,Freehold,1,-,"1,755 sq. ft.",-,"RM 453,000",RM 258
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",14/02/2023,JALAN PENDEKAR 8,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 350,000",RM 227
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",07/02/2023,JALAN PERWIRA 14,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 518,000",RM 337
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",03/02/2023,JALAN PANGLIMA 1/4,Cluster House,Freehold,2,-,"2,207 sq. ft.",-,"RM 840,000",RM 381
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",01/02/2023,JALAN TEMENGGONG 2,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 460,000",RM 299
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",30/01/2023,JALAN PAHLAWAN 5,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 470,000",RM 305
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",19/01/2023,JALAN PERWIRA 8,Terrace House - intermediate,Freehold,1,-,"1,044 sq. ft.",-,"RM 280,000",RM 268
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",19/01/2023,LORONG 1 JALAN PENDEKAR 21,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 170,000",RM 110
"TAMAN UNGKU TUN AMINAH, Skudai, Johor",16/01/2023,JALAN HULUBALANG 1,Terrace House - intermediate,Freehold,1,-,"1,539 sq. ft.",-,"RM 490,000",RM 318
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",16/01/2023,JALAN SP 8/11,Terrace House - intermediate,Leasehold,2,-,990 sq. ft.,-,"RM 360,000",RM 364
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",13/01/2023,JALAN SP 8/10,Terrace House - intermediate,Leasehold,2,-,990 sq. ft.,-,"RM 450,000",RM 455
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",06/01/2023,JALAN SP 7/5,Terrace House - intermediate,Leasehold,2,-,"1,206 sq. ft.",-,"RM 480,000",RM 398
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",06/01/2023,JALAN SP 7/5,Terrace House - intermediate,Leasehold,2,-,"1,206 sq. ft.",-,"RM 480,000",RM 398
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",19/12/2022,SP1/18,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 600,000",RM 429
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",07/12/2022,JALAN SP 4/20,Town House,Leasehold,2,-,"1,399 sq. ft.",-,"RM 290,000",RM 207
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",29/11/2022,JALAN SP 10/15,Cluster House,Leasehold,2,-,"1,760 sq. ft.",-,"RM 499,000",RM 284
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",28/11/2022,JALAN SP 7/5,Terrace House - intermediate,Leasehold,2,-,"1,206 sq. ft.",-,"RM 310,000",RM 257
"BANDAR SAUJANA PUTRA, Tanjong Duabelas, Selangor",25/11/2022,JALAN SP 7/21,Terrace House - intermediate,Leasehold,1,-,"1,399 sq. ft.",-,"RM 420,000",RM 300
